,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
2745,235,0.3841074499735987,right,Other,thing,resurgence,spatial motion,seeing,"The verb 'seeing' is used metaphorically to describe the observation of an abstract concept ('resurgence') rather than a physical action. 'Seeing' here transcends its literal meaning of visual perception to convey the act of noticing a trend or increase, which is not a tangible entity.","'Not everyone can be vaccinated and children aren’t covered until age 2, yet we are seeing a resurgence of pertussis, Measles, TB on the rise and now we have a polio valiant emerging.'"
196,235,0.41383069084823965,left,Other,thing,resurgence,spatial motion,seeing,"The verb 'seeing' is used metaphorically to indicate the observation or occurrence of the 'resurgence' as an abstract concept, rather than describing a physical act of visually perceiving it. The metaphorical aspect lies in using 'seeing' to convey the idea of noticing or experiencing the resurgence, which is not a tangible action.","'US is seeing resurgence of diseases long dormant due to unvaccinated foreigners, refugees, illegals being carriers'"
2363,235,0.41488507472931835,left,Citizens,person,We,spatial motion,seen,"The verb 'seen' is used metaphorically to convey that 'We' have not experienced anything like this before, transcending the literal act of visual perception. Here, 'seen' refers to a broader sense of encountering or perceiving something, which goes beyond the physical action of seeing with the eyes.",''We’ve never seen anything like this':'
2098,235,0.41647657571827873,right,Border Control and Security,thing,control,other,see,"The verb 'see' is used metaphorically to characterize 'control' by implying a desire to address or understand these issues rather than literally observing them. The metaphorical aspect lies in the conceptualization of 'see' as encompassing advocacy or recognition, transcending its physical action of visual perception.","'I don't know WHY I expected more from you, but this RADICAL LEFTIST DEM Grandma wants to see gun control, Climate Change, reproductive freedom, HC reform, educational opportunities for all &amp; a path to immigration for the US.'"
351,235,0.4216445328142335,right,Citizens,person,we,other,see,"The verb 'see' is used metaphorically to describe the act of perceiving or noticing arguments on social media, extending beyond its literal meaning of visual observation. Here, 'see' signifies encountering or becoming aware of content, which is a conceptual metaphor for processing information rather than a physical action.",'99.9 percent of the arguments we see on Twitter &amp; social media is the usual Obama=good vs.'
1762,235,0.44782964378192125,right,Anti-Immigration Sentiment,thing,this,spatial motion,seen,"The verb 'seen' is used metaphorically to convey the experience of having encountered 'this' situation before, transcending its literal meaning of physical sight. Here, 'seen' characterizes 'this' as a prior experience rather than a direct perceptual action.",'We’ve seen this before'
2748,235,0.4756323428976056,right,Citizens,person,we,spatial motion,seeing,"The verb 'seeing' is used metaphorically to describe the occurrence of a resurgence of diseases. Here, 'seeing' does not refer to a literal act of visual perception but rather signifies the observation or recognition of an event happening. The metaphorical use extends the source verb's meaning beyond physical action to convey the emergence of a phenomenon.","'Not everyone can be vaccinated and children aren’t covered until age 2, yet we are seeing a resurgence of pertussis, Measles, TB on the rise and now we have a polio valiant emerging.'"
1492,235,0.4877463709859105,left,Other,thing,Love,spatial motion,seeing,"The verb 'seeing' is used metaphorically to describe the abstract concept of 'Love.' Literally, 'seeing' refers to the physical act of perceiving with the eyes, but here it is employed to convey an emotional or experiential reaction to something, implying that love 'experiences' or 'observes' the situation, transcending its physical meaning.",'Love seeing this!'
783,235,0.596069499324352,left,Citizens,person,you,other,see,"The verb 'see' is used metaphorically to represent the act of recognizing or acknowledging the existence of Democrats passionate about the issue, rather than describing a physical act of visual perception.","'How about illegal aliens killing Americans, you don't see democrats passionate about that.'"
180,235,0.8648986075877816,right,Other,thing,edition,spatial motion,Watch,"The verb 'watch' is used metaphorically here to imply monitoring or following the 'edition' as a dynamic entity, rather than describing a physical action of observing it. The metaphor extends 'watch' beyond its literal sense of viewing a physical object, suggesting an active engagement with the edition's release or evolution.",'Watch the latest edition of #ReadingThePictures:'
2613,236,0.45800897075050895,left,Anti-Immigration Sentiment,thing,opportunity,force,Take,"The verb 'take' is used metaphorically to describe the act of seizing or utilizing the opportunity, rather than referring to a physical action. The phrase 'take an opportunity' is a standard metaphorical expression meaning to grasp or exploit a chance, which transcends the literal meaning of the verb.","'Take every opportunity to exploit the young, immigrants and naive for votes.'"
89,236,0.48686256891519836,left,Anti-Immigration Sentiment,thing,advantage,force,take,"The verb 'take' is used metaphorically to describe the act of exploiting an opportunity ('advantage') rather than performing a physical action. The phrase 'take advantage' signifies using a situation for personal benefit, which transcends the literal meaning of 'take' (physically seizing something) and involves a conceptual metaphor of exploiting a resource.","'Look at illegal immigration... for decades invaders been coming here n now coyotes, lawyers, so called humanitarian groups use all loopholes to take complete advantage.'"
