,cluster,target_group,source_image_schema_group,source_word,target_word,llm_expl,tweet
1146555531773063171_0_5_4,195,Public Opinion and Media Coverage,force,stopped,media,"The verb 'stopped' is used metaphorically to indicate that the media should cease their action of exploiting, transcending the literal physical action of stopping. It attributes a human-like cessation of activity to an abstract entity (media), representing a metaphorical 'stopping' of a process rather than a physical movement.",'It's time the media stopped exploiting the migrant father &amp; daughter who drowned in Rio Grande - coming up with every excuse possible for his crossing.'
1078359244121034752_2_13_14,195,Public Opinion and Media Coverage,force,getting,majority,"The verb 'getting' is used metaphorically to describe the abstract concept of 'majority of the focus.' Literally, 'getting' refers to acquiring physical or tangible things, but here it is applied to an intangible notion (focus), implying the act of obtaining attention or emphasis, which transcends its literal meaning.",'Border crossings is a small portion of illegal immigration but yet it's getting majority of the focus.'
1083715771744899073_4_5_7,195,Public Opinion and Media Coverage,force,fed,bites,"The verb 'fed' is used metaphorically to describe the act of consuming 'sound bites' as if they were food, personifying the target noun 'bites' as something that can be 'fed.' This transcends the literal physical action of eating and instead conveys the idea of consuming information, which is a metaphorical extension of the source verb.",'Go read rather that getting fed sound bites.'
1083715771744899073_4_4_7,195,Public Opinion and Media Coverage,force,getting,bites,"The verb 'getting' is used metaphorically to describe the process of receiving or consuming 'sound bites' (brief, simplified information). While 'getting' literally refers to acquiring something physically, here it transcends to a non-physical action of absorbing information, exemplifying metaphorical extension beyond its original meaning.",'Go read rather that getting fed sound bites.'
1035240017709260800_1_2_3,196,Anti-Immigration Sentiment,force,doing,nothing,"The verb 'doing' is used metaphorically to characterize 'nothing' as a series of harmful actions. While 'doing' literally refers to performing an action, here it transcends its physical meaning to depict the negative, destructive behaviors (setting criminals free, raising taxes, etc.) as equivalent to 'doing nothing' in a constructive sense. This metaphorical use personifies 'nothing' as an agent of harm, diverging from its literal meaning of inactivity.","'They are doing nothing but setting criminals free, raising taxes, and encouraging illegals to flood the state while chipping away at citizens constitutional rights!'"
1086048779088904193_0_6_8,196,Border Control and Security,other,do,Security,"The verb 'do' is used metaphorically to imply performing the action of 'Border Security,' which is a noun. Typically, 'do' is followed by a verb (e.g., 'do something'), but here it is applied to a noun, transcending its literal meaning of a physical action. This usage personifies or conceptualizes 'Security' as an action to be carried out, rather than describing a direct physical act.",'They're not stopping unless we do Border Security and a wall sad for them &amp; sad for us Great for smugglers $$$$$$   Report: Nearly 250 Illegal Aliens Turn Themselves In to Border Patrol in N.M. After Dire Smuggling Operation    via'
1009939309493751808_0_2_1,196,Border Control and Security,other,do,borders,The verb 'do' is used metaphorically to describe the effect or outcome of 'strong borders' rather than a physical action. It conveys the abstract consequence (lack of benefit) rather than a direct physical interaction with the target noun.,'Strong borders do no good if you give everyone who claims asylum amnesty'
1115348855145619456_0_3_0,196,Border Control and Security,other,Matter,It,"The verb 'matter' is used metaphorically to indicate the significance or importance of the situation referred to by 'it'. Here, 'matter' transcends its literal meaning of physical substance or action, instead conveying a conceptual notion of relevance or consequence. The phrase 'It doesn't matter' is an idiomatic expression signifying that the situation is not important, which relies on metaphorical extension rather than literal physical action.",'It Doesn't Matter We Just Need Someone To Help Us With This Huge Danger Looming On Our Border.'
986372386885955586_1_2_1,196,Immigrant Families,other,do,you,"The verb 'do' is used metaphorically here to convey the abstract action of 'helping' rather than a physical action. The phrase 'do someone a favor' is an idiomatic expression where 'do' signifies assisting, which transcends its literal meaning of performing a physical act. The target noun 'you' is being addressed as the agent of this abstract action, not as a literal entity undergoing a physical action.","'Can you do us, the world and I'm almost positive, your kids a favor and just have a coronary?'"
978001501070258176_0_0_2,196,Immigration Policy,other,Do,reform,"The verb 'do' is used metaphorically to describe the abstract action of implementing or carrying out 'reform,' which is not a physical action. The verb transcends its literal meaning of performing a tangible task to signify the process of enacting change, which is conceptual rather than physical.",'Do immigration reform now!'
